Comment
['apliasi', 'bgus', 'bnget', 'sy', 'ksi', 'bintang', 'krena', 'langsung', 'tutorial', 'makas', 'ya']
['bgus']
['puas', 'bangeeeeeeeet', 'pembelajqn', 'yerus', 'kaka', 'tutor', 'seru', 'video', 'poko', 'coba']
['manfaat']
['jelas', 'materi', 'mudah', 'erti']
['suka', 'banget', 'apk', 'bantu', 'ajar', 'sesi', 'nya', 'pokok', 'ni', 'apk', 'bagus', 'banget', 'dah', 'pokok', 'banget', 'unduh', 'apk', 'no', 'debat']
['teliti', 'bbpr', 'aplikasi', 'pilih', 'zenius', 'pilih']
['thanks', 'yg', 'mwngajar', 'orang', 'yg', 'libat', 'bangun', 'zenius']
['bgs']
['fun', 'fact', 'pake', 'zenius', 'masuk', 's', 'prepare', 'pcpm', 'bi', 'alam', 'sma', 'materi', 'tpsnya', 'bener', 'guna', 'banget', 'ken', 'latian', 'yg', 'jd', 'beli', 'paket', 'ajar', 'deh']
['lumayan', 'ajar', 'mapel', 'pelajaranya', 'tambah', 'gak', 'kak', 'ipsppknsbdpenjasdll', 'fitur', 'fiturnya', 'bagus', 'kasih', 'bintang', 'terima', 'kasih']
['ngebug', 'bgtttt']
['terimakasih', 'zenius', 'apk', 'bantu', 'siap', 'sbmptn']
['percaya']
['ajar']
['seru', 'baget', 'ajar', 'bareng', 'zenius']
['nicee']
['bagus', 'bgt', 'worth', 'it', 'ajar', 'luang', 'gitu']
['zen', 'emang', 'bgs', 'bangt']
['suka', 'bgt', 'aplikasi', 'nya', 'mudah', 'erti', 'ajar', 'nya']
['bagus', 'bantu', 'terimakasih']
['wow', 'ajar', 'zenius', 'bikin', 'tagih', 'keren', 'banget', 'deh', 'poko', 'zenius', 'bagus', 'd']
['blm', 'coba', 'hai', 'devoloper']
['woww', 'dann', 'wowww', 'gua', 'kaget', 'gara', 'kali', 'gua', 'ajar', 'biaya', 'sebsar', 'punterus', 'ajar', 'nya', 'mudah', 'dipahaminn', 'gua', 'senangg', 'bangget', 'saran', 'gua', 'lu', 'tambahin', 'nya', 'paham']
['bagus', 'coy']
['keren', 'recommended']
['amazing']
['megi']
['makasihhh', 'love', 'love']
['good']
['yg', 'gak', 'faham', 'trjawab', 'ko']
['mantap', 'ok']
['terimakasih', 'kak', 'dev', 'tim', 'zenius', 'baik', 'dlm', 'aplikasi', 'zenius', 'bantu', 'ajar', 'vidio', 'materi', 'to', 'the', 'point']
['keren', 'banget', 'sih', 'aplikasinyawajib', 'banget', 'coba']
['terimakasih']
['top']
['bagus', 'ko', 'aplikasi']
['anda', 'gratis', 'good']
['zenius', 'bantu', 'banget', 'sih', 'thank', 'you', 'zenius']
['apk', 'nya', 'bagus', 'banget', 'bantu', 'ajar', 'uji']
['zenius', 'mudah', 'ajar', 'terimakasih', 'zenius']
['keren', 'jelas', 'mudah', 'paham']
['zenius', 'emang', 'bikin', 'jenius', 'mantaaff']
['ajar', 'tarik']
['bagus']
['bagus', 'mudah', 'erti', 'berkat', 'zenius', 'pahammaksih']
['lolos']
['hmm', 'kak', 'aplikasi', 'ajar', 'bayar', 'kah', 'gue', 'download', 'takut', 'nya', 'bayar', 'bulan', 'tahun', 'pliss', 'jawabb', 'kak']
['thank', 'for', 'this']
['jenjang', 'smk']
['bagus', 'ajar', 'mtk']
['pintar']
['mantapp']
['gerat', 'gak', 'nih']
['alhamdulillah', 'aplikasi', 'bantu']
['bagus', 'banget', 'aplikasi', 'nya', 'kasih', 'bintang', 'deh']
['bagus', 'bngt', 'apk', 'nya', 'suka', 'allhamdulillah', 'mtk', 'makasih', 'yah', 'zenius']
['enak', 'ngerti', 'btw', 'kali', 'kasih', 'tau', 'min', 'bab', 'aja', 'kurikulum', 'merdeka', 'lupa']
['ubah', 'sya', 'pintar']
['tangan', 'bayar', 'programnha', 'bagus']
['mudah', 'paham', 'ajar']
['ok', 'bagus', 'lumayan', 'ajar', 'ruangguru', 'zenius']
['amat', 'bantu']
['aplikasi', 'bantu', 'banget', 'sumpah', 'dehh']
['mantap', 'bangettt', 'luv', 'banget', 'zenius']
['aplikasi', 'yah', 'bagus', 'kurang', 'main', 'yah', 'anak', 'anak']
['aplikasi', 'bagus', 'cocok', 'ajar']
['aplikasix', 'bagus', 'terimakasih']
['suka', 'zenius', 'kasih', 'saran', 'kasih', 'rangkum', 'akhir', 'bab', 'nya', 'cocok', 'males', 'nyatat']
['aplikasi', 'nya', 'dukung', 'jelas', 'nya', 'jg', 'bagus', 'cepet', 'ngerti', 'untk', 'sy', 'yg', 'sdh', 'msuk', 'kls', 'smp', 'inti', 'i', 'like', 'his', 'app', 'godd', 'jobb', 'zenius']
['thanks', 'zenius']
['gak', 'paham', 'kimia', 'samsekhabis', 'langsung', 'paham', 'berkat', 'app', 'inisaya', 'langgan', 'aktiva', 'worth', 'it', 'banget', 'ngerjain', 'wangsit', 'super', 'duper', 'sulitz']
['gk', 'ajak', 'pacar']
['suka', 'bgttttt', 'makasii', 'bantu', 'ajar', 'les', 'makasih', 'yg', 'aplikasi']
['ngga', 'unduh']
['download', 'g', 'ngerti', 'matematika', 'lihat', 'video', 'paham', 'nilai', 'terima', 'kasih', 'ya']
['gampang', 'paham']
['baharu', 'nggak', 'buka']
['zenius', 'bantu', 'utk', 'siswa', 'yg', 'msh', 'ajar', 'tambah', 'sukses', 'zenius']
['love', 'zeniusss']
['ing', 'rmh', 'lo', 'rmh', 'tangga', 'budaya', 'masyarakat', 'rmh', 'lo', 'motor', 'nya', 'y', 'dunia', 'rmh', 'lo', 'iklan', 'baris', 'kolom', 'komentar', 'bawah', 'selesai', 'urus', 'rmh', 'tangga', 'y', 'i', 'elemen', 'estetis', 'ekonomi', 'eksklusif', 'ekonomi', 'eksklusif', 'eksotis', 'lezat', 'budaya', 'masyarakat', 'dapat', 'sumber', 'guna', 'bahasa', 'indonesia', 'mata', 'masyarakat', 'y', 'i', 'elemen', 'masyarakat', 'y', 'rmh', 'tan']
['bantu']
['mantab', 'kembang', 'digital', 'education', 'tolong', 'harga', 'utk', 'jangkau', 'rakyat']
['aplikasi', 'bagus', 'pakai', 'aplikasi', 'nilai', 'dulunya', 'nilai', 'dah', 'gj', 'ya']
['makasih', 'aplikasi', 'nya', 'sngat', 'manfaat']
['learn', 'from', 'concept']
['keren', 'deh', 'poko', 'cuman', 'kadang', 'bugnya', 'suka']
['puyeng']
['bagus', 'jelas', 'lumayan', 'mudah', 'erti']
['w', 'saranin', 'ya', 'aplikasi', 'guna', 'banget', 'ajar', 'kalo', 'susah', 'zenbot', 'lupa', 'kasih', 'b', 'nya']
['gud']
['tingkat', 'prestasi']
['nya', 'kecewa', 'utbk', 'sbmptn', 'beda', 'berterimakasih', 'latih', 'asah', 'logika', 'berfikir', 'lulus', 'sbmptn', 'terima', 'universitas', 'idam', 'fakultas', 'hukum', 'terimakasih', 'zeniuss']
['lulus', 'utbk', 'berkat', 'zenius']
['coba']
['mantap', 'aplikasi']
['bagus', 'aplikasi', 'manfaat', 'ajar']
['baguss']
['pliss', 'bagus', 'banget']
['aplikasi', 'recommended', 'banget', 'ajar']
['manteppp', 'moga', 'aplikasi', 'keren']
['mantep', 'euy', 'gaya', 'ajar', 'mudah', 'erti', 'suka', 'ngajarin', 'coret', 'coret', 'animasi', 'kek', 'anak', 'anak']
['mantap', 'euy']
['aplikasi', 'keren', 'banget']
['alhamdulillah', 'aplikasi', 'nya', 'masya', 'allah', 'bagus', 'banget', 'video', 'materi', 'mudah', 'paham', 'baca', 'buku', 'ulang', 'ulang', 'ga', 'paham', 'paham', 'udah', 'zenius', 'video', 'materi', 'nya', 'ga', 'bikin', 'bosen', 'semangat', 'ajar', 'siap', 'olimpiade', 'makasih', 'zenius']
['aplikasi', 'nya', 'bagus', 'banget', 'ajar', 'mudah', 'deh', 'gpp', 'nge', 'bug', 'ajar', 'tenang']
['zenius', 'ngebantu', 'banget']
['aplikasi', 'bantu', 'bepajar']
['aplikasi', 'slebew', 'slemek', 'matematika', 'asu']
['ajar', 'takut', 'klo', 'cepat', 'untung', 'boleh', 'harus', 'pakai', 'aplikasi', 'kolektif', 'blokade', 'gaptek', 'bantu', 'bimbing', 'usaha', 'ajar', 'otodidak', 'pusing', 'klu', 'uda', 'sukses', 'nagih', 'hasil', 'dn', 'klu', 'nda', 'keluar', 'komentar', 'negatif', 'ttp', 'jln']
['sayangt', 'puas', 'apk']
['insya', 'allah', 'ajar', 'zenius', 'terima', 'smp', 'favorit', 'amin']
['good']
['bgs', 'bgt', 'aplnya']
['makasih', 'udah']
['the', 'best', 'konsep', 'ajar']
['min', 'saran', 'tambahin', 'fitur', 'review', 'materi', 'deprak', 'bikin', 'battle', 'zencore', 'bareng', 'random', 'player', 'terimakasih']
['terbaeklah']
['suka']
['aplikasi', 'ajar', 'baik']
['baguzz']
['razii']
['terimakasih', 'zenius', 'semenjak', 'zenius', 'giat', 'ajar', 'orang', 'tua', 'suka', 'ngeliat', 'ajar', 'terimakasih', 'ya', 'zenius', 'betah', 'ajar']
['aplikasi', 'ajar', 'yg', 'bantu']
['mboh']
['bantu', 'bngt', 'siap', 'tes', 'masuk', 'sma', 'plj', 'ips', 'kls', 'ngga', 'ttp', 'buka', 'buku', 'huat', 'plj', 'ips', 'mna', 'sekolah', 'guru', 'ipsnya', 'jrang', 'masuk', 'materi', 'bismillah', 'sja', 'moga', 'besok', 'lancar', 'nilai', 'nya', 'muas']
['aman']
['bagus']
['terimakasih', 'zenius', 'berkat', 'zenius', 'nilai', 'matematika', 'bagus']
['zenius', 'mantap']
['bimble', 'online', 'baik', 'karna', 'gx', 'ngemis', 'ngemis', 'iklan', 'tv']
['bagus', 'banget', 'aplikasi', 'rangking', 'ni', 'kayak', 'nya']
['sanga', 'manfaat', 'bantu']
['semenjak', 'aplikasi', 'erti', 'ajar']
['baguss', 'appnya']
['mantap', 'banget']
['promosi']
['apk', 'nya', 'bagus', 'ipa', 'nya', 'bahas', 'manusia']
['the', 'best', 'bener', 'ngebantu', 'indonesia', 'pake', 'zenius', 'diajarin', 'gimana', 'dasar', 'pikir', 'manusia', 'ga', 'bengong', 'doang', 'nih', 'dasar', 'pikir', 'udah', 'bener', 'gampang', 'nyambungin', 'zenius', 'doang', 'sih', 'yg', 'ngajarin', 'kaya', 'udah', 'trial', 'bimbel', 'edtech', 'yg', 'gada', 'yg', 'ngasih', 'informasi', 'penting', 'krn', 'yg', 'ngejarnya', 'kapitalisme', 'sepenuh', 'cerah', 'orang', 'ga', 'ngerti', 'gampang', 'pengaruh', 'spending', 'money', 'platform']
['app', 'nya', 'keren', 'banget']
['keren', 'parah', 'zenius', 'bawa', 'video', 'nya', 'ga', 'bikin', 'ngantuk', 'gampang', 'serap', 'otak', 'nilai', 'gw', 'fitur', 'gw', 'suka', 'zencore', 'pw', 'banget', 'nemenin', 'kalo', 'gabut', 'sukses', 'zenius', 'tunggu', 'fitur', 'tur', 'kece']
['mantapppppp']
['bagus', 'banget', 'zenius', 'kuis', 'nya', 'mematikabahasa', 'inggrisdll', 'guna', 'banget', 'ni', 'zenius', 'rajin', 'tuntut', 'ilmu', 'dah', 'ajar', 'zenius', 'aja']
['the', 'best', 'zenius', 'gampang', 'erti', 'sampai', 'materi', 'singkat', 'padat']
['insyaallah', 'aplikasi', 'manfaat', 'banget', 'ajar', 'ilmu', 'buru', 'download', 'ya', 'apk', 'nya']
['cepet', 'banget', 'adminnya', 'kalo', 'jelas', 'video', 'mudah', 'erti']
['mantab', 'banget', 'dah', 'udah', 'gratis', 'lengkap', 'makasih', 'banget', 'edit', 'juni', 'gw', 'pake', 'paket', 'premium', 'zenius', 'aktiva', 'februari', 'juli', 'gw', 'ras', 'ubah', 'pikir', 'gue', 'edit', 'tanggal', 'juli', 'gw', 'udah', 'terima', 'jurus', 'impi', 'gw', 'biologi', 'uin', 'malang', 'makasih', 'zenius']
['makasiii', 'zenius', 'bantu', 'banget', 'ajar']
['bagus', 'ngerti', 'gak', 'tinggal', 'terimah', 'kasih']
['terima', 'kasih', 'kunjung', 'selamat', 'belanja', 'aktifitas', 'cari', 'harga', 'produk', 'promo']
['aplikasi', 'bantu', 'ajar']
['bagus', 'banget', 'ngejelasinnya', 'nempel', 'emg', 'bhasa', 'yg', 'bahasa', 'hari', 'jdi', 'rasa', 'gmpang', 'hrganya', 'murah', 'video', 'ringkas', 'bgt', 'jdi', 'ga', 'cpet', 'bosen', 'bismilah', 'utbk', 'hhe']
['zenius', 'bagus', 'banget', 'bantu', 'ajar', 'kelas', 'semangat', 'ajar']
['aplikasi', 'yg', 'mudah', 'senang', 'anak', 'gaya', 'ajar', 'kinestetis', 'fitur', 'zenbot', 'yg', 'keren', 'bantu', 'selesai', 'penuh', 'tantang', 'trus', 'ikut', 'coba', 'kuis', 'kuis', 'verbal', 'logika', 'matematika', 'bahasa', 'inggris', 'sains', 'fitur', 'zencore', 'bikin', 'tagih', 'asah', 'skill', 'knowledge', 'pingin', 'level', 'terussss', 'thanks', 'zenius']
['aplikasi', 'ajar', 'online', 'materi', 'lengkap', 'mudah', 'banget', 'guna', 'ikut', 'ajar', 'anak', 'anak', 'semangat', 'ajar', 'gak', 'bete', 'suruh', 'ajar', 'fitur', 'mudah', 'ajar', 'anak', 'moga', 'fitur', 'zenius', 'canggih', 'ya', 'makasiii', 'zenius']
['bagus', 'banget', 'anak', 'neng', 'ajar', 'audio', 'visual', 'video', 'ajar', 'tarik', 'zenbot', 'keren', 'bantu', 'ngerjain', 'nggak', 'erti', 'btw', 'fundamental', 'skills', 'zencore', 'sains', 'ya', 'nyoba', 'kaget', 'skor', 'bagus', 'hehe', 'moga', 'depan', 'bagus']
['puas', 'bngt', 'dapet', 'gratis', 'voucher', 'redeem', 'impoint', 'wkwk']
['thank', 'you', 'zenius']
['mantab']
['this', 'apk', 'bagusss', 'lengkap', 'materi', 'nyaa']
['bantu', 'maksi', 'ka']
['amrina', 'r']
['coba', 'tolong', 'bikin', 'fitur', 'latih', 'donk', 'yanggg', 'yaaa', 'latih', 'biar', 'udah', 'ama', 'materi', 'atioblom', 'contoh', 'geometri', 'latih', 'materi', 'geometri', 'doang']
['udah', 'nyobain', 'fitur', 'zencore', 'nya', 'mantul', 'banget', 'bener', 'bener', 'cocok', 'panas', 'otak', 'ken', 'ikut', 'pekan', 'olahraga', 'otak', 'niiiihhhh', 'zenius', 'education', 'kece', 'nih', 'ekosistem', 'ajar', 'online', 'offlinenya']
['ken', 'beli', 'ultimaaaa', 'andai', 'uang', 'aaaaaa', 'bagus', 'banget', 'sih', 'zenius', 'konsep', 'video', 'ajar', 'aja', 'udah', 'ok', 'banget', 'liveclassnya', 'maju', 'zenius']
['sangatt', 'mudah', 'pakai', 'manfaat', 'gratis', 'makasih', 'zenius']
['materi', 'sih', 'bagus', 'fitur', 'download', 'nya', 'ampas', 'bgt', 'ga', 'play', 'video', 'kadang', 'centang', 'nya', 'suka', 'ga', 'bener', 'udh', 'nonton', 'materi', 'bagus', 'app', 'nya', 'g', 'bgt']
['mantapf']
['nyoba', 'zencore', 'aplikasi', 'zenius', 'salag', 'duh', 'tahu', 'dasar', 'banget', 'semangat', 'selesai', 'zenius', 'emang', 'beda', 'banget', 'fitur', 'keren', 'asah', 'tingkat', 'kemampua', 'zenius', 'education', 'ajar', 'adaptive', 'anak', 'ajar', 'fokus', 'efektif', 'efisien', 'tarik', 'fitur', 'zenbot', 'cari', 'scan']
['aplikasi', 'guna', 'banget']
['pake', 'aplikasi', 'zenius', 'anak', 'rumah', 'semangat', 'ajar', 'apalgi', 'fitur', 'fitur', 'nya', 'bantu', 'sulit', 'latih']
['suka', 'banget', 'sih', 'aplikasi', 'zenius', 'ajar', 'mudah', 'senang', 'aplikasi', 'user', 'friendly', 'mudah', 'paham', 'guna', 'love', 'sih', 'pokok', 'aplikasi']
['bener', 'bener', 'enak']
['keren', 'sihh', 'aplikasi', 'emng', 'bener', 'bner', 'ken', 'bikin', 'anak', 'indonesia', 'maju', 'pintar', 'langgan', 'nya', 'murah', 'royal', 'beli', 'vidio', 'gratis', 'gak', 'langgan', 'pokonyaa', 'lovee', 'u', 'zeniuss', 'tetep', 'jaya', 'biar', 'ngebantu', 'anak', 'anak', 'indonesia', 'lulus', 'sbmptn', 'nilai', 'eko', 'an', 'gila', 'ajar', 'eko', 'zen', 'sih', 'minggu', 'linjur', 'materi', 'ajar', 'geo', 'ku', 'dapet', 'sosio', 'jugaa', 'love', 'zeniuss', 'poko', 'sarangeooo']
['nyari', 'bimbing', 'ajar', 'anak', 'anak', 'telaah', 'tagih', 'pakai', 'aplikasi', 'merefresh', 'ilmu', 'ilmu', 'ajar', 'lupa', 'ajar', 'senang', 'anak', 'anak']
['aplikasi', 'nya', 'bagus', 'bangettt', 'cocok', 'bangettt', 'ajar']
['aplikasi', 'ngebantu', 'banget', 'siswa', 'kejar', 'tinggal', 'metode', 'adaptive', 'learning', 'ga', 'takut', 'tinggal', 'ajar', 'kelas', 'rekomended', 'siswa', 'sd', 'tingkat', 'sma']
['seru', 'candu', 'ajar', 'zencore', 'ajar', 'semenjak', 'pakai', 'aplikasi', 'zenius', 'maju', 'teruus', 'zeniuss']
['allah', 'gak', 'boong', 'pake', 'zenius', 'udh', 'masuk', 'sma', 'sma', 'semester', 'peringkat', 'terusss', 'makas', 'zenius', 'oh', 'ya', 'doain', 'moga', 'lolos', 'fti', 'itb']
['bagus', 'banget', 'aplikasi', 'nya', 'tolong', 'baik', 'nya', 'mengsinstal', 'banget', 'ya', 'jaring', 'nya', 'bagus', 'terimakasih', 'zenius', 'semenjak', 'ajar', 'aplikasi', 'rengking', 'baik']
['aplikasi', 'zenius', 'education', 'manfaat', 'aja', 'ganti', 'ajar', 'bantu', 'siswa', 'ajar', 'efektif', 'efesien', 'jalan', 'hobi']
['zenius', 'ajar', 'sesuai', 'kelas', 'ajar', 'step', 'by', 'step', 'ajar']
['ketemu', 'zenius', 'auto', 'bikin', 'genius', 'tulis', 'fiksi', 'ajar', 'materi', 'nonfiksi', 'gamblang', 'bahasa', 'kini', 'auto', 'bikin', 'cerdas', 'beneran']
['senang', 'ketemu', 'aplikasi', 'ajar', 'online', 'damping', 'anak', 'ajar', 'rumah', 'manfaat', 'fitur', 'zencore', 'nya', 'panas', 'otak']
['dewi', 'udah', 'cobain', 'zenius', 'senang', 'banget', 'ajar', 'sesuai', 'ajar', 'ajar', 'si', 'sulung', 'lihat', 'video', 'tarik', 'bahasa', 'mudah', 'erti', 'infografis']
['ajar', 'seru', 'mudahh', 'paham']
['aplikasi', 'zenius', 'bantu', 'adik', 'ajar', 'nggak', 'selesai', 'masalah', 'matematika', 'langsung', 'nanya', 'zenbot', 'keren', 'sih', 'ajar', 'aja', 'lebih', 'main', 'hehehe']
['kurikulum', 'kurikulum', 'implementasi', 'kurikulum', 'merdeka']
['pliss', 'aplikasi', 'bantu', 'banget', 'sy', 'yg', 'hadap', 'utbk']
['bgs', 'bgt', 'cocok', 'ajar', 'kurikulumny', 'jg', 'sma']
['inti', 'gua', 'cari']
['bilang', 'makasihhhhh', 'banyakkk', 'lolos', 'utbk', 'hehehe', 'berkat', 'ajar']
['good', 'job']
['aplikasi', 'bagus', 'tutor', 'mudah', 'erti']
['okee']
['terimakasih', 'zenius', 'bantu', 'lolos', 'sbmptn', 'jelas', 'materi', 'latih', 'bantu', 'saran', 'mohon', 'baik', 'terkadang', 'video', 'close', 'suara', 'tonton', 'video', 'suara', 'dobel', 'force', 'stop', 'aplikasi', 'suara', 'bosa', 'henti']
['mantap']
['bantu', 'ajar', 'manfaat']
['apk', 'bagus', 'sekian', 'terimakasih']
['aplikasi', 'nya', 'bagus', 'asli', 'gak', 'boong', 'gua', 'video', 'ajar', 'nya', 'detail', 'banget', 'moga', 'ae', 'gua', 'nya', 'kesel', 'bet', 'ama', 'mtk', 'suka', 'udah', 'bosen', 'gua', 'ajar', 'mtk', 'ngasa', 'kandang', 'ngasa', 'kandang', 'cabut', 'kandang', 'nyontek', 'kin', 'guru', 'kalo', 'guru', 'nya', 'unjung', 'nya', 'cepuin', 'masuk', 'ruang', 'bk', 'hp', 'sita', 'sampe', 'rumah', 'omelin', 'emka', 'hadeh', 'otak', 'otak', 'gak', 'tau', 'sih', 'otak', 'gua', 'gua', 'nya', 'lot', 'ya', 'wkwk']
['bidang', 'ajar', 'mantul', 'nyantol']
['jujur', 'salut', 'cipta', 'zeniusterimakasih', 'bnyk', 'sedia', 'fitur', 'video', 'ajar', 'gratis', 'yg', 'premiumdari', 'zenius', 'app', 'ajar', 'baik', 'moga', 'majuzenius', 'berkembangdan', 'pakai', 'ajar', 'indonesia', 'terimakasih', 'zenius']
['mudah', 'erti', 'moga', 'hari', 'senang']
['jelas', 'materi', 'to', 'the', 'point', 'tele', 'tele', 'sampai', 'santai', 'guru', 'penting', 'tekan', 'konsep', 'hafal', 'tbh', 'tampil', 'moga', 'tingkat', 'ya', 'fiturnya', 'moga', 'lengkap', 'murid', 'murid', 'indonesia', 'ajar', 'metode', 'ajar', 'zenius', 'hasil']
['bantu', 'banget', 'puas', 'aplikasi']
['bagus', 'banget', 'pas', 'buka', 'aplikasi', 'nya', 'bagus', 'ajar', 'bom']
['apk', 'gratis', 'bayar']
['terima', 'kasih', 'aplikasi', 'manfaat', 'mudah', 'erti', 'pelajaranya', 'moga', 'sukses', 'zenius']
['bagus', 'banget', 'guna', 'gampang']
['aplikasi', 'pendidikanitu', 'ya', 'temen', 'temen']
['zenius', 'recomended', 'but', 'video', 'video', 'zenius', 'nguras', 'kuota', 'board', 'saran', 'zenius', 'atas', 'kuota', 'kompresi', 'kuota', 'tonton', 'video', 'irit', 'by', 'the', 'way', 'zenius', 'kasih', 'bintang', 'zenius', 'selesai', 'kecewa', 'maju', 'zenius']
['cocok', 'ajar', 'gais']
['bagusss']
['yahhhhhhhhh', 'begitulahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh', 'bagussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss', 'c']
['aplikasi', 'membantusangat', 'bantu', 'cari', 'ilmu']
['bikin', 'faham']
['beli', 'zencoin', 'ya']
['war', 'yoto']
['aplikasi', 'nya', 'bagus', 'banget']
['apknya', 'bantu', 'rekomen']
['bagus', 'banget', 'nih', 'main', 'hp', 'bosen', 'ken', 'pinter', 'ajar', 'nya', 'seru', 'recommended']
['bintang']
['wih', 'bagus', 'loh', 'aplikasi', 'nya', 'coba', 'dh', 'jamin', 'pinter', 'zenius', 'support', 'nya', 'g', 'pelit', 'kasih', 'kode', 'g', 'susah', 'beli', 'paket', 'premium', 'bagusss', 'bangettt', 'cuyyy', 'g', 'boong', 'dah', 'guru', 'nya', 'asik', 'kali', 'buru', 'download', 'dh']
['aplikasi', 'ajar', 'gak', 'bayar', 'suka']
['suka', 'baangeett', 'makasihhh']
['pokok', 'nya', 'zenius', 'terbaikkk']
